TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,BalanceBin,AmountBin,Target
-0.9720805266815915,1,0,1.424795628631545,0,-0.5501022230886541,-0.20374543196723224,0.0007245709526375667,0,1,0
0.2732724545296658,1,0,1.3122493062266807,0,0.31062347638048776,-0.20374543196723224,2.2312093099908985,3,0,2
-0.5862497811565243,1,2,-1.4451355926924947,3,-0.9087379312007966,-0.20374543196723224,-1.0284914121275195,1,2,3
-0.3860785895610327,1,2,-1.0512234642754696,3,-1.3534462092598532,-0.20374543196723224,0.8924464035759979,3,2,2
-0.9742813437683655,0,2,0.017966598570741225,3,1.1283128908761726,-0.20374543196723224,0.598462081500253,0,1,1
-0.7036496176291249,1,0,-1.5014087538949268,3,0.7553317544395445,-0.20374543196723224,-1.1163699364255943,1,2,3
-0.996186351335163,0,0,-0.43221869104871596,0,0.2819326197315164,-0.20374543196723224,2.1171403181671136,3,1,2
-0.43105778877197637,0,1,1.2559761450242486,2,2.4624377250533427,-0.20374543196723224,-0.5966982309336822,2,2,1
-0.6552316417200968,0,1,0.35560556578533414,1,-0.47837508146622565,-0.20374543196723224,1.0281529056534666,3,2,2
1.7853713442113284,1,0,0.5806982105950628,0,0.009369481566288104,-0.20374543196723224,-1.0544084442589887,1,3,4
-0.9593914406656602,0,2,0.4118787269877663,1,-0.8657016462273395,-0.20374543196723224,0.6423458826966852,0,1,0
-0.3670965421876069,1,2,-1.3325892702876303,3,0.7696771827640301,-0.20374543196723224,-0.9236418363321882,2,2,3
0.6800109623790859,0,1,-1.1637697866803338,3,-0.11973937335408318,-0.20374543196723224,-0.9001134945315383,2,3,3
1.6677651811368424,1,0,-1.0512234642754696,3,0.0524057665397452,-0.20374543196723224,-1.269078444950611,1,3,4
-0.4462915695444901,1,2,-1.5014087538949268,3,0.21020547810908788,-0.20374543196723224,-1.2406411639495842,1,2,3
0.580045723765773,1,0,-0.4884918522511481,1,0.1384783364866594,-0.20374543196723224,-0.42404699568343546,2,3,4
0.8907391984376964,0,1,-1.4451355926924947,3,0.5544957578967447,-0.20374543196723224,-1.0261930070683836,1,3,3
0.6745433074291318,1,2,-0.3196723686438517,1,1.6447483105576577,-0.20374543196723224,0.00014674521386494628,0,3,1
-0.9562965416373841,0,1,0.8057908554047913,2,-0.19146651497651168,-0.20374543196723224,0.7323345027729566,3,1,0
-0.774729131978529,0,2,-1.5014087538949268,3,0.7122954694660873,-0.20374543196723224,0.37640932516413356,0,1,3
-0.8165446566272351,1,1,1.4810687898339772,2,-1.1669556410415391,-0.20374543196723224,0.1654771347201971,0,1,0
-0.7255890129629033,1,1,-0.3759455298462838,0,-0.37795708319482574,-0.20374543196723224,1.0413216574232638,3,2,2
-0.8410287467175959,1,2,-0.3196723686438517,1,0.009369481566288104,-0.20374543196723224,0.9971437841990635,3,1,2
0.16873364290790066,1,2,-1.2763161090851982,3,0.32496890470497347,-0.20374543196723224,-0.9562245010930708,1,0,3
-0.5200533297184,1,2,-1.3325892702876303,3,-0.33492079822136867,-0.20374543196723224,-0.8199040591681561,2,2,3
-0.9947764528889482,0,2,1.1434298226193842,2,2.247256300186057,-0.20374543196723224,-0.3804185728269074,2,1,1
-0.171395760299625,1,0,-1.2200429478827661,3,0.5544957578967447,-0.20374543196723224,-1.1443145178011498,1,0,3
-0.8818814138908382,1,1,-0.43221869104871596,1,-0.3492662265458544,-0.20374543196723224,-0.6250013738167794,2,1,3
-0.5822608001867464,1,2,-0.038306562631690924,0,1.1139674625516869,-0.20374543196723224,-0.8608935725123429,2,2,1
-0.8273768032262008,1,1,-0.9949503030730374,3,2.347674298457457,-0.20374543196723224,-0.9693313429622848,1,1,1
-0.9231811220348316,0,2,0.8057908554047913,0,-1.4251733508822817,-0.20374543196723224,0.8319320553355147,3,1,0
-0.8172324119668519,1,0,-0.8824039806681732,0,1.9746931620208288,-0.20374543196723224,1.216075249714134,3,1,1
0.34277013159795106,1,0,0.24305924338046983,1,0.6979500411416016,-0.20374543196723224,1.1816404470941497,3,0,2
1.9980596829878468,1,2,-1.2763161090851982,3,0.43973233130085904,-0.20374543196723224,-1.215085272904848,1,3,4
-0.14275075040458218,0,1,0.017966598570741225,0,-0.9948105011477107,-0.20374543196723224,2.503860512157491,3,0,2
-0.5915111095045934,1,1,0.24305924338046983,1,-1.0665376427701392,-0.20374543196723224,0.16904469274128017,0,2,0
-0.7518612669362679,1,1,-1.0512234642754696,3,0.36800518967843054,-0.20374543196723224,-1.0856910011076328,1,1,3
1.212196044174624,1,0,1.7061614346437057,2,0.253241763082545,-0.20374543196723224,-0.06024378322545277,0,3,4
1.7143606053958855,1,0,1.1997029838218163,0,-0.42099336816828287,-0.20374543196723224,0.723695492062467,3,3,4
0.13362373282045922,1,2,0.5806982105950628,2,1.3865306007169151,-0.20374543196723224,-1.0550507594775351,1,0,1
0.1090020916621752,1,0,1.03088350021452,2,-0.004975946758197594,-0.20374543196723224,-0.20268814614968134,2,0,0
-0.9035457070887698,1,2,-0.3759455298462838,0,-1.4395187792067674,-0.20374543196723224,2.3487271991929823,3,1,2
-0.19034341990606998,0,2,0.693244532999927,0,-0.04801223173165469,-0.20374543196723224,2.1275386018858313,3,0,2
-0.8302997634195726,1,0,-1.4451355926924947,3,-0.03366680340716899,-0.20374543196723224,-1.2556388373657643,1,1,3
0.025921246636456556,1,1,-0.9949503030730374,3,-1.2386827826639677,-0.20374543196723224,-1.093945654518671,1,0,3
0.47626344301758655,1,1,1.6498882734412736,2,-0.42099336816828287,-0.20374543196723224,-0.1125008984757067,2,3,0
-0.45488851128970104,1,1,-1.0512234642754696,3,-0.6361747930355683,-0.20374543196723224,-0.9286823340713035,1,2,3
0.7340685320729724,1,2,-1.4451355926924947,3,-0.20581194330099736,-0.20374543196723224,-1.1163647772672127,1,3,3
